NAME : Artificial_POP_Instance
COMMENT : Generated POP instance with 56 locations
DIMENSION : 56
TPRIZE : 28870
MIN_PRIZE : 10909
MIN_PROB : 0.70
EDGE_WEIGHT_TYPE : CEIL_2D
NODE_COORD_SECTION
1 915 663
2 60 460
3 86 129
4 147 777
5 948 343
6 90 905
7 119 323
8 456 118
9 368 649
10 724 777
11 112 472
12 854 37
13 259 658
14 814 720
15 342 935
16 378 241
17 135 497
18 365 693
19 748 53
20 643 735
21 822 154
22 226 563
23 715 591
24 987 554
25 629 66
26 53 464
27 410 189
28 818 763
29 382 193
30 728 121
31 922 579
32 883 136
33 778 509
34 517 457
35 842 643
36 300 637
37 90 806
38 931 419
39 449 658
40 14 559
41 860 481
42 99 953
43 610 780
44 205 557
45 462 729
46 427 280
47 989 367
48 866 442
49 440 957
50 539 636
51 130 888
52 717 106
53 92 766
54 304 626
55 36 395
56 509 87
NODE_PRIZE_PROBABILITY_SECTION
1 0 1.00
2 385 1.00
3 248 0.38
4 742 0.58
5 317 0.61
6 663 0.38
7 587 0.45
8 722 0.95
9 267 0.83
10 321 0.92
11 785 0.67
12 606 0.42
13 735 0.64
14 386 0.37
15 565 0.75
16 251 0.55
17 770 0.39
18 482 0.88
19 332 0.96
20 356 0.49
21 631 0.91
22 234 0.51
23 732 0.50
24 600 0.92
25 543 0.69
26 637 0.73
27 677 0.43
28 760 0.72
29 669 0.59
30 566 0.89
31 507 0.77
32 644 0.49
33 472 0.58
34 605 0.67
35 675 0.83
36 427 0.46
37 589 0.48
38 212 0.54
39 793 0.34
40 535 0.85
41 298 0.42
42 391 0.55
43 348 0.97
44 399 0.71
45 294 0.48
46 780 0.48
47 502 0.63
48 351 0.64
49 680 0.53
50 545 0.72
51 623 0.33
52 716 0.71
53 295 0.63
54 474 0.70
55 555 0.68
56 591 0.60
